sample_hap_chrom	sample_hap	sample	hap	chrom	start	end	len	project	gapless	CL	filterflag
C026-CHA-S06#Pat#chr1	C026-CHA-S06_Pat	C026-CHA-S06	Pat	chr1	121931516	145473918	23542402	APG	0	249743478	1
C027-CHA-S07#Pat#chr1	C027-CHA-S07_Pat	C027-CHA-S07	Pat	chr1	122015312	146340979	24325667	APG	1	250551675	0
C028-CHA-S08#Pat#chr1	C028-CHA-S08_Pat	C028-CHA-S08	Pat	chr1	121806537	139112613	17306076	APG	1	243492374	0
C029-CHA-S09#Pat#chr1	C029-CHA-S09_Pat	C029-CHA-S09	Pat	chr1	121712171	141842135	20129964	APG	1	246205567	0
C030-CHA-S10#Pat#chr1	C030-CHA-S10_Pat	C030-CHA-S10	Pat	chr1	122136971	146426256	24289285	APG	0	250980331	1
C035-CHA-S15#Pat#chr1	C035-CHA-S15_Pat	C035-CHA-S15	Pat	chr1	121985252	141715629	19730377	APG	1	246133128	0
C036-CHA-S16#Pat#chr1	C036-CHA-S16_Pat	C036-CHA-S16	Pat	chr1	121690624	137023883	15333259	APG	0	241426100	1
C037-CHA-S17#Pat#chr1	C037-CHA-S17_Pat	C037-CHA-S17	Pat	chr1	122073378	141946721	19873343	APG	1	246252934	0
C038-CHA-S18#Pat#chr1	C038-CHA-S18_Pat	C038-CHA-S18	Pat	chr1	121429830	139171471	17741641	APG	0	243534519	1
C039-CHA-S19#Pat#chr1	C039-CHA-S19_Pat	C039-CHA-S19	Pat	chr1	121780165	144041428	22261263	APG	0	248491211	1
C040-CHA-S20#Pat#chr1	C040-CHA-S20_Pat	C040-CHA-S20	Pat	chr1	121740873	136309710	14568837	APG	1	240655826	0
C041-CHA-N01#Pat#chr1	C041-CHA-N01_Pat	C041-CHA-N01	Pat	chr1	122073591	138379944	16306353	APG	1	242767103	0
C042-CHA-N02#Pat#chr1	C042-CHA-N02_Pat	C042-CHA-N02	Pat	chr1	121069599	141283604	20214005	APG	1	245625054	0
C043-CHA-N03#Pat#chr1	C043-CHA-N03_Pat	C043-CHA-N03	Pat	chr1	121841937	140165082	18323145	APG	1	244324119	0
C044-CHA-N04#Pat#chr1	C044-CHA-N04_Pat	C044-CHA-N04	Pat	chr1	122107886	145196073	23088187	APG	1	249528553	0
C045-CHA-N05#Pat#chr1	C045-CHA-N05_Pat	C045-CHA-N05	Pat	chr1	121682271	140022953	18340682	APG	1	244536492	0
C046-CHA-N06#Pat#chr1	C046-CHA-N06_Pat	C046-CHA-N06	Pat	chr1	121887467	141715455	19827988	APG	0	246231929	1
C047-CHA-N07#Pat#chr1	C047-CHA-N07_Pat	C047-CHA-N07	Pat	chr1	122266374	140282610	18016236	APG	0	244734816	1
C048-CHA-N08#Pat#chr1	C048-CHA-N08_Pat	C048-CHA-N08	Pat	chr1	121916564	143523949	21607385	APG	1	247906260	0
C049-CHA-N09#Pat#chr1	C049-CHA-N09_Pat	C049-CHA-N09	Pat	chr1	121709107	148794095	27084988	APG	1	253312209	0
C050-CHA-N10#Pat#chr1	C050-CHA-N10_Pat	C050-CHA-N10	Pat	chr1	121631274	145316827	23685553	APG	1	249945176	0
C051-CHA-N11#Pat#chr1	C051-CHA-N11_Pat	C051-CHA-N11	Pat	chr1	121682465	141793560	20111095	APG	1	245892102	0
C052-CHA-N12#Pat#chr1	C052-CHA-N12_Pat	C052-CHA-N12	Pat	chr1	121975668	146182732	24207064	APG	1	250488042	0
C053-CHA-N13#Pat#chr1	C053-CHA-N13_Pat	C053-CHA-N13	Pat	chr1	121803604	144931961	23128357	APG	1	249567564	0
C054-CHA-N14#Pat#chr1	C054-CHA-N14_Pat	C054-CHA-N14	Pat	chr1	122184633	145914874	23730241	APG	1	250387257	0
C055-CHA-N15#Pat#chr1	C055-CHA-N15_Pat	C055-CHA-N15	Pat	chr1	121977440	146940938	24963498	APG	1	251266355	0
C056-CHA-N16#Pat#chr1	C056-CHA-N16_Pat	C056-CHA-N16	Pat	chr1	121948734	144320313	22371579	APG	1	248855318	0
C057-CHA-N17#Pat#chr1	C057-CHA-N17_Pat	C057-CHA-N17	Pat	chr1	122242778	142682671	20439893	APG	1	246925180	0
C058-CHA-N18#Pat#chr1	C058-CHA-N18_Pat	C058-CHA-N18	Pat	chr1	121400635	145288272	23887637	APG	1	249657693	0
C059-CHA-N19#Pat#chr1	C059-CHA-N19_Pat	C059-CHA-N19	Pat	chr1	121994666	148214422	26219756	APG	1	252544494	0
C060-CHA-N20#Pat#chr1	C060-CHA-N20_Pat	C060-CHA-N20	Pat	chr1	122030798	146538852	24508054	APG	1	250840046	0
C061-CHA-NE01#Pat#chr1	C061-CHA-NE01_Pat	C061-CHA-NE01	Pat	chr1	121913672	140941934	19028262	APG	1	245404706	0
C062-CHA-NE02#Pat#chr1	C062-CHA-NE02_Pat	C062-CHA-NE02	Pat	chr1	122160338	138412105	16251767	APG	1	242877688	0
C063-CHA-NE03#Pat#chr1	C063-CHA-NE03_Pat	C063-CHA-NE03	Pat	chr1	122034018	137496540	15462522	APG	1	241968982	0
C064-CHA-NE04#Pat#chr1	C064-CHA-NE04_Pat	C064-CHA-NE04	Pat	chr1	122355802	144708756	22352954	APG	1	249160198	0
C065-CHA-NE05#Pat#chr1	C065-CHA-NE05_Pat	C065-CHA-NE05	Pat	chr1	122008956	141574305	19565349	APG	0	245965355	1
C066-CHA-NE06#Pat#chr1	C066-CHA-NE06_Pat	C066-CHA-NE06	Pat	chr1	122174574	146281769	24107195	APG	1	250704644	0
C067-CHA-NE07#Pat#chr1	C067-CHA-NE07_Pat	C067-CHA-NE07	Pat	chr1	121949072	139133863	17184791	APG	1	244184879	0
C068-CHA-NE08#Pat#chr1	C068-CHA-NE08_Pat	C068-CHA-NE08	Pat	chr1	121950223	142955203	21004980	APG	1	247504123	0
C069-CHA-NE09#Pat#chr1	C069-CHA-NE09_Pat	C069-CHA-NE09	Pat	chr1	122168462	147390998	25222536	APG	0	251949992	1
C070-CHA-NE10#Pat#chr1	C070-CHA-NE10_Pat	C070-CHA-NE10	Pat	chr1	121889934	145096915	23206981	APG	1	249427996	0
C071-CHA-NE11#Pat#chr1	C071-CHA-NE11_Pat	C071-CHA-NE11	Pat	chr1	122002792	142532636	20529844	APG	1	246893283	0
C072-CHA-NE12#Pat#chr1	C072-CHA-NE12_Pat	C072-CHA-NE12	Pat	chr1	122132638	150410538	28277900	APG	1	254838035	0
C073-CHA-NE13#Pat#chr1	C073-CHA-NE13_Pat	C073-CHA-NE13	Pat	chr1	122273395	142046454	19773059	APG	1	246475267	0
C074-CHA-NE14#Pat#chr1	C074-CHA-NE14_Pat	C074-CHA-NE14	Pat	chr1	121879434	145494928	23615494	APG	1	249798015	0
C075-CHA-NE15#Pat#chr1	C075-CHA-NE15_Pat	C075-CHA-NE15	Pat	chr1	122391759	141760681	19368922	APG	1	246031208	0
C076-CHA-NE16#Pat#chr1	C076-CHA-NE16_Pat	C076-CHA-NE16	Pat	chr1	122113140	142102358	19989218	APG	0	246471750	1
C077-CHA-NE17#Pat#chr1	C077-CHA-NE17_Pat	C077-CHA-NE17	Pat	chr1	121690605	146092839	24402234	APG	1	250294114	0
C078-CHA-NE18#Pat#chr1	C078-CHA-NE18_Pat	C078-CHA-NE18	Pat	chr1	122152758	144887137	22734379	APG	0	249130379	1
C079-CHA-NE19#Pat#chr1	C079-CHA-NE19_Pat	C079-CHA-NE19	Pat	chr1	121792603	144229880	22437277	APG	1	248523880	0
C080-CHA-NE20#Pat#chr1	C080-CHA-NE20_Pat	C080-CHA-NE20	Pat	chr1	121941454	139402671	17461217	APG	1	244347001	0
C081-CHA-C01#Pat#chr1	C081-CHA-C01_Pat	C081-CHA-C01	Pat	chr1	122102668	138376840	16274172	APG	1	242821199	0
C082-CHA-C02#Pat#chr1	C082-CHA-C02_Pat	C082-CHA-C02	Pat	chr1	122248172	139474839	17226667	APG	1	243879687	0
C083-CHA-C03#Pat#chr1	C083-CHA-C03_Pat	C083-CHA-C03	Pat	chr1	121956072	149889996	27933924	APG	0	254264616	1
C084-CHA-C04#Pat#chr1	C084-CHA-C04_Pat	C084-CHA-C04	Pat	chr1	121690207	145830010	24139803	APG	0	250115249	1
C085-CHA-C05#Pat#chr1	C085-CHA-C05_Pat	C085-CHA-C05	Pat	chr1	121391828	137209488	15817660	APG	1	241646393	0
C086-CHA-C06#Pat#chr1	C086-CHA-C06_Pat	C086-CHA-C06	Pat	chr1	121884159	144377702	22493543	APG	0	248737417	1
C087-CHA-C07#Pat#chr1	C087-CHA-C07_Pat	C087-CHA-C07	Pat	chr1	121990931	140293655	18302724	APG	0	244722636	1
C088-CHA-C08#Pat#chr1	C088-CHA-C08_Pat	C088-CHA-C08	Pat	chr1	122542682	142975240	20432558	APG	1	247303296	0
C089-CHA-C09#Pat#chr1	C089-CHA-C09_Pat	C089-CHA-C09	Pat	chr1	121799898	142632428	20832530	APG	1	246947636	0
C090-CHA-C10#Pat#chr1	C090-CHA-C10_Pat	C090-CHA-C10	Pat	chr1	121882402	143715896	21833494	APG	1	248204459	0
C091-CHA-C11#Pat#chr1	C091-CHA-C11_Pat	C091-CHA-C11	Pat	chr1	121830940	142939584	21108644	APG	1	247449086	0
C092-CHA-C12#Pat#chr1	C092-CHA-C12_Pat	C092-CHA-C12	Pat	chr1	121446026	143678513	22232487	APG	1	248057391	0
C093-CHA-C13#Pat#chr1	C093-CHA-C13_Pat	C093-CHA-C13	Pat	chr1	121668052	138282303	16614251	APG	1	242382486	0
C094-CHA-C14#Pat#chr1	C094-CHA-C14_Pat	C094-CHA-C14	Pat	chr1	121753238	140929328	19176090	APG	1	245194783	0
C095-CHA-C15#Pat#chr1	C095-CHA-C15_Pat	C095-CHA-C15	Pat	chr1	121868651	144643222	22774571	APG	1	249041054	0
C096-CHA-C16#Pat#chr1	C096-CHA-C16_Pat	C096-CHA-C16	Pat	chr1	121817248	140360191	18542943	APG	1	244747745	0
C097-CHA-C17#Pat#chr1	C097-CHA-C17_Pat	C097-CHA-C17	Pat	chr1	121827718	144068796	22241078	APG	1	248465708	0
C098-CHA-C18#Pat#chr1	C098-CHA-C18_Pat	C098-CHA-C18	Pat	chr1	121833779	149881305	28047526	APG	0	254201089	1
C099-CHA-C19#Pat#chr1	C099-CHA-C19_Pat	C099-CHA-C19	Pat	chr1	122392698	143330015	20937317	APG	1	247817524	0
C100-CHA-C20#Pat#chr1	C100-CHA-C20_Pat	C100-CHA-C20	Pat	chr1	121341167	140869426	19528259	APG	1	245281730	0
C101-CZA01#Pat#chr1	C101-CZA01_Pat	C101-CZA01	Pat	chr1	121953115	139128340	17175225	APG	1	243548919	0
C102-CZA02#Pat#chr1	C102-CZA02_Pat	C102-CZA02	Pat	chr1	122307414	137937559	15630145	APG	1	242562600	0
C103-CZA03#Pat#chr1	C103-CZA03_Pat	C103-CZA03	Pat	chr1	121889445	137501944	15612499	APG	1	241599508	0
C104-CZA04#Pat#chr1	C104-CZA04_Pat	C104-CZA04	Pat	chr1	121802518	142338777	20536259	APG	0	246571641	1
C105-CZA05#Pat#chr1	C105-CZA05_Pat	C105-CZA05	Pat	chr1	121963626	136988742	15025116	APG	1	241344613	0
C106-CZA06#Pat#chr1	C106-CZA06_Pat	C106-CZA06	Pat	chr1	122028489	136142856	14114367	APG	1	240442634	0
C107-CZA07#Pat#chr1	C107-CZA07_Pat	C107-CZA07	Pat	chr1	121899491	145270971	23371480	APG	1	249680862	0
C108-CZA08#Pat#chr1	C108-CZA08_Pat	C108-CZA08	Pat	chr1	121954557	143487485	21532928	APG	1	247998872	0
C109-CUG01#Pat#chr1	C109-CUG01_Pat	C109-CUG01	Pat	chr1	121618075	150675766	29057691	APG	0	255312517	1
C110-CUG02#Pat#chr1	C110-CUG02_Pat	C110-CUG02	Pat	chr1	122207516	151063983	28856467	APG	0	255569642	1
C111-CUG03#Pat#chr1	C111-CUG03_Pat	C111-CUG03	Pat	chr1	121908007	146396372	24488365	APG	0	250621600	1
C112-CUG04#Pat#chr1	C112-CUG04_Pat	C112-CUG04	Pat	chr1	121760503	145897673	24137170	APG	1	250167659	0
C113-CUG05#Pat#chr1	C113-CUG05_Pat	C113-CUG05	Pat	chr1	121830470	149339927	27509457	APG	1	253745210	0
C114-CMG01#Pat#chr1	C114-CMG01_Pat	C114-CMG01	Pat	chr1	121906590	139125285	17218695	APG	1	243571157	0
C115-CMG02#Pat#chr1	C115-CMG02_Pat	C115-CMG02	Pat	chr1	121556289	140856618	19300329	APG	0	245162015	1
C116-CMG03#Pat#chr1	C116-CMG03_Pat	C116-CMG03	Pat	chr1	121771727	137335578	15563851	APG	1	241637633	0
C117-CMG04#Pat#chr1	C117-CMG04_Pat	C117-CMG04	Pat	chr1	121516483	137985926	16469443	APG	0	242354158	1
C118-CMG05#Pat#chr1	C118-CMG05_Pat	C118-CMG05	Pat	chr1	122203023	143712032	21509009	APG	1	248064259	0
C119-CKZ01#Pat#chr1	C119-CKZ01_Pat	C119-CKZ01	Pat	chr1	121932022	142524495	20592473	APG	1	247168591	0
C120-CKZ02#Pat#chr1	C120-CKZ02_Pat	C120-CKZ02	Pat	chr1	122375790	141107263	18731473	APG	1	245579003	0
C121-CKZ03#Pat#chr1	C121-CKZ03_Pat	C121-CKZ03	Pat	chr1	121785984	144039145	22253161	APG	1	248455151	0
C122-CKZ04#Pat#chr1	C122-CKZ04_Pat	C122-CKZ04	Pat	chr1	121573232	139898487	18325255	APG	1	244961042	0
C123-CKZ05#Pat#chr1	C123-CKZ05_Pat	C123-CKZ05	Pat	chr1	122419809	139889896	17470087	APG	1	244444997	0
C124-CZH01#Pat#chr1	C124-CZH01_Pat	C124-CZH01	Pat	chr1	121756993	142578214	20821221	APG	0	247087373	1
C125-CZH02#Pat#chr1	C125-CZH02_Pat	C125-CZH02	Pat	chr1	121951069	144078588	22127519	APG	1	248469868	0
C126-CZH03#Pat#chr1	C126-CZH03_Pat	C126-CZH03	Pat	chr1	122161900	140277844	18115944	APG	1	244843988	0
C127-CZH04#Pat#chr1	C127-CZH04_Pat	C127-CZH04	Pat	chr1	122189647	147783427	25593780	APG	1	252178729	0
C128-CZH05#Pat#chr1	C128-CZH05_Pat	C128-CZH05	Pat	chr1	121817195	148119607	26302412	APG	1	252525678	0
C129-CYI01#Pat#chr1	C129-CYI01_Pat	C129-CYI01	Pat	chr1	121821427	142188434	20367007	APG	1	246505790	0
C130-CYI02#Pat#chr1	C130-CYI02_Pat	C130-CYI02	Pat	chr1	121664461	140047341	18382880	APG	1	244474032	0
C131-CYI03#Pat#chr1	C131-CYI03_Pat	C131-CYI03	Pat	chr1	121655238	143597767	21942529	APG	1	248047254	0
C134-CMH01#Pat#chr1	C134-CMH01_Pat	C134-CMH01	Pat	chr1	121897778	143541731	21643953	APG	1	247953045	0
C135-CMH02#Pat#chr1	C135-CMH02_Pat	C135-CMH02	Pat	chr1	121631526	136605007	14973481	APG	1	240942236	0
C136-CMH03#Pat#chr1	C136-CMH03_Pat	C136-CMH03	Pat	chr1	122031928	137650407	15618479	APG	1	242177951	0
C137-CMH04#Pat#chr1	C137-CMH04_Pat	C137-CMH04	Pat	chr1	121453167	140571513	19118346	APG	1	244855143	0
C138-CMH05#Pat#chr1	C138-CMH05_Pat	C138-CMH05	Pat	chr1	122292642	146173870	23881228	APG	1	250535938	0
C139-CBY01#Pat#chr1	C139-CBY01_Pat	C139-CBY01	Pat	chr1	121561063	139246858	17685795	APG	1	243638081	0
C140-CBY02#Pat#chr1	C140-CBY02_Pat	C140-CBY02	Pat	chr1	121833137	143772458	21939321	APG	1	248141182	0
C141-CBY03#Pat#chr1	C141-CBY03_Pat	C141-CBY03	Pat	chr1	121934197	145607384	23673187	APG	1	250154700	0
C142-CHU01#Pat#chr1	C142-CHU01_Pat	C142-CHU01	Pat	chr1	122149648	136483447	14333799	APG	1	246640644	0
C143-CHU02#Pat#chr1	C143-CHU02_Pat	C143-CHU02	Pat	chr1	122288238	138178461	15890223	APG	1	242528394	0
C144-CHU03#Pat#chr1	C144-CHU03_Pat	C144-CHU03	Pat	chr1	121607482	145142264	23534782	APG	1	249615185	0
C145-CMA01#Pat#chr1	C145-CMA01_Pat	C145-CMA01	Pat	chr1	121934395	138122908	16188513	APG	1	242594789	0
C148-CTJ01#Pat#chr1	C148-CTJ01_Pat	C148-CTJ01	Pat	chr1	122216779	143071509	20854730	APG	1	247490111	0
C149-CTJ02#Pat#chr1	C149-CTJ02_Pat	C149-CTJ02	Pat	chr1	122010618	145405992	23395374	APG	1	249811384	0
C150-CTJ03#Pat#chr1	C150-CTJ03_Pat	C150-CTJ03	Pat	chr1	121812895	141074541	19261646	APG	1	245658889	0
C151-CHA-E21#Pat#chr1	C151-CHA-E21_Pat	C151-CHA-E21	Pat	chr1	121731472	141477128	19745656	APG	0	246026053	1
C152-CKZ06#Pat#chr1	C152-CKZ06_Pat	C152-CKZ06	Pat	chr1	121789550	145336759	23547209	APG	1	249767171	0
C153-CHA-S21#Pat#chr1	C153-CHA-S21_Pat	C153-CHA-S21	Pat	chr1	121998409	142451650	20453241	APG	1	246609772	0
C154-CBA01#Pat#chr1	C154-CBA01_Pat	C154-CBA01	Pat	chr1	121774572	142981243	21206671	APG	1	247360939	0
C155-CBA02#Pat#chr1	C155-CBA02_Pat	C155-CBA02	Pat	chr1	121844467	149040355	27195888	APG	1	253491088	0
C156-CBA03#Pat#chr1	C156-CBA03_Pat	C156-CBA03	Pat	chr1	121856687	153453094	31596407	APG	1	257979965	0
KOR01#Pat#chr1	KOR01_Pat	KOR01	Pat	chr1	121963569	143362065	21398496	APG	1	247285684	0
KOR02#Pat#chr1	KOR02_Pat	KOR02	Pat	chr1	121969447	150300334	28330887	APG	1	254599114	0
KOR03#Pat#chr1	KOR03_Pat	KOR03	Pat	chr1	121500293	142420264	20919971	APG	0	246985520	1
KOR04#Pat#chr1	KOR04_Pat	KOR04	Pat	chr1	122222012	137847219	15625207	APG	1	241906562	0
KOR05#Pat#chr1	KOR05_Pat	KOR05	Pat	chr1	121749376	140593051	18843675	APG	1	245130889	0
KOR06#Pat#chr1	KOR06_Pat	KOR06	Pat	chr1	121681472	139740860	18059388	APG	0	244180300	1
KOR07#Pat#chr1	KOR07_Pat	KOR07	Pat	chr1	121247864	138591852	17343988	APG	1	242924112	0
KOR08#Pat#chr1	KOR08_Pat	KOR08	Pat	chr1	121619048	142956456	21337408	APG	1	247226902	0
HG005_Mat_chr1	HG005_Mat	HG005	Mat	chr1	122080863	140292728	18211865	HPRC	0	244092745	1
HG005_Pat_chr1	HG005_Pat	HG005	Pat	chr1	121858695	136779772	14921077	HPRC	0	241209282	1
HG00621_Mat_chr1	HG00621_Mat	HG00621	Mat	chr1	122062016	140434236	18372220	HPRC	0	244752235	1
HG00621_Pat_chr1	HG00621_Pat	HG00621	Pat	chr1	121653491	141194848	19541357	HPRC	0	245850599	1
HG00673_Mat_chr1	HG00673_Mat	HG00673	Mat	chr1	121918316	139356513	17438197	HPRC	0	243691637	1
HG00673_Pat_chr1	HG00673_Pat	HG00673	Pat	chr1	121527378	136264430	14737052	HPRC	1	240541601	0
HG01106_Mat_chr1	HG01106_Mat	HG01106	Mat	chr1	121627661	142361849	20734188	HPRC	0	246883949	1
HG01106_Pat_chr1	HG01106_Pat	HG01106	Pat	chr1	121208407	144463378	23254971	HPRC	0	248827090	1
HG01109_Mat_chr1	HG01109_Mat	HG01109	Mat	chr1	123203943	142900969	19697026	HPRC	1	247311985	0
HG01109_Pat_chr1	HG01109_Pat	HG01109	Pat	chr1	121730341	142153327	20422986	HPRC	0	246566340	1
HG01243_Mat_chr1	HG01243_Mat	HG01243	Mat	chr1	121807658	137862570	16054912	HPRC	1	242428300	0
HG01243_Pat_chr1	HG01243_Pat	HG01243	Pat	chr1	121372010	141872447	20500437	HPRC	0	246346134	1
HG01258_Mat_chr1	HG01258_Mat	HG01258	Mat	chr1	121559692	138357144	16797452	HPRC	0	242149996	1
HG01258_Pat_chr1	HG01258_Pat	HG01258	Pat	chr1	122140014	144897537	22757523	HPRC	1	248913994	0
HG01358_Mat_chr1	HG01358_Mat	HG01358	Mat	chr1	121548629	141387341	19838712	HPRC	0	245493597	1
HG01358_Pat_chr1	HG01358_Pat	HG01358	Pat	chr1	122017811	136636801	14618990	HPRC	0	240201971	1
HG01928_Mat_chr1	HG01928_Mat	HG01928	Mat	chr1	121816491	143292637	21476146	HPRC	0	247756113	1
HG01928_Pat_chr1	HG01928_Pat	HG01928	Pat	chr1	121813032	143256984	21443952	HPRC	1	247626928	0
HG01952_Mat_chr1	HG01952_Mat	HG01952	Mat	chr1	122797011	137503673	14706662	HPRC	0	241705844	1
HG01952_Pat_chr1	HG01952_Pat	HG01952	Pat	chr1	121782295	135471257	13688962	HPRC	0	239724378	1
HG02055_Mat_chr1	HG02055_Mat	HG02055	Mat	chr1	121992975	143039473	21046498	HPRC	0	247486530	1
HG02055_Pat_chr1	HG02055_Pat	HG02055	Pat	chr1	121594833	138079167	16484334	HPRC	0	242170620	1
HG02145_Mat_chr1	HG02145_Mat	HG02145	Mat	chr1	122518278	142231875	19713597	HPRC	0	246424852	1
HG02145_Pat_chr1	HG02145_Pat	HG02145	Pat	chr1	122265087	128314873	6049786	HPRC	0	232622824	1
HG02486_Mat_chr1	HG02486_Mat	HG02486	Mat	chr1	121199014	134590478	13391464	HPRC	0	238897622	1
HG02486_Pat_chr1	HG02486_Pat	HG02486	Pat	chr1	122234833	138950981	16716148	HPRC	0	243186723	1
HG02572_Mat_chr1	HG02572_Mat	HG02572	Mat	chr1	121492816	145248226	23755410	HPRC	1	249664620	0
HG02572_Pat_chr1	HG02572_Pat	HG02572	Pat	chr1	120956385	138425012	17468627	HPRC	0	242683750	1
HG02717_Mat_chr1	HG02717_Mat	HG02717	Mat	chr1	121523482	145634769	24111287	HPRC	0	249943196	1
HG02717_Pat_chr1	HG02717_Pat	HG02717	Pat	chr1	121761078	138228068	16466990	HPRC	0	242317226	1
HG03098_Mat_chr1	HG03098_Mat	HG03098	Mat	chr1	121400507	143862961	22462454	HPRC	0	248257540	1
HG03098_Pat_chr1	HG03098_Pat	HG03098	Pat	chr1	121515825	150407457	28891632	HPRC	0	254867153	1
HG03492_Mat_chr1	HG03492_Mat	HG03492	Mat	chr1	121478370	135891535	14413165	HPRC	0	240280971	1
HG03492_Pat_chr1	HG03492_Pat	HG03492	Pat	chr1	121620027	140203992	18583965	HPRC	0	244331032	1
HG03579_Mat_chr1	HG03579_Mat	HG03579	Mat	chr1	121792094	142332450	20540356	HPRC	0	246234814	1
HG03579_Pat_chr1	HG03579_Pat	HG03579	Pat	chr1	121512499	140603987	19091488	HPRC	0	245073854	1
HG00438_Mat_chr1	HG00438_Mat	HG00438	Mat	chr1	121630067	156648321	35018254	HPRC	0	261662668	1
HG00438_Pat_chr1	HG00438_Pat	HG00438	Pat	chr1	121526717	150407393	28880676	HPRC	1	254407219	0
HG00735_Mat_chr1	HG00735_Mat	HG00735	Mat	chr1	121691147	147045594	25354447	HPRC	0	251207127	1
HG00735_Pat_chr1	HG00735_Pat	HG00735	Pat	chr1	121608865	144762682	23153817	HPRC	1	250398567	0
HG00741_Mat_chr1	HG00741_Mat	HG00741	Mat	chr1	121526102	132449355	10923253	HPRC	0	236829376	1
HG00741_Pat_chr1	HG00741_Pat	HG00741	Pat	chr1	122010973	146613237	24602264	HPRC	0	251197394	1
HG01071_Mat_chr1	HG01071_Mat	HG01071	Mat	chr1	121704249	137572586	15868337	HPRC	0	241940101	1
HG01071_Pat_chr1	HG01071_Pat	HG01071	Pat	chr1	121466819	156226385	34759566	HPRC	0	261473973	1
HG01123_Mat_chr1	HG01123_Mat	HG01123	Mat	chr1	122500367	137490138	14989771	HPRC	0	241775840	1
HG01123_Pat_chr1	HG01123_Pat	HG01123	Pat	chr1	121855353	140276901	18421548	HPRC	0	244473097	1
HG01175_Mat_chr1	HG01175_Mat	HG01175	Mat	chr1	121170711	144661811	23491100	HPRC	1	248932283	0
HG01175_Pat_chr1	HG01175_Pat	HG01175	Pat	chr1	122088254	146307137	24218883	HPRC	0	250575598	1
HG01361_Mat_chr1	HG01361_Mat	HG01361	Mat	chr1	121367501	143290034	21922533	HPRC	0	247731124	1
HG01361_Pat_chr1	HG01361_Pat	HG01361	Pat	chr1	121622826	143057896	21435070	HPRC	1	247272621	0
HG01891_Mat_chr1	HG01891_Mat	HG01891	Mat	chr1	122093187	135880496	13787309	HPRC	0	239895199	1
HG01891_Pat_chr1	HG01891_Pat	HG01891	Pat	chr1	121295807	139000507	17704700	HPRC	0	243169738	1
HG01978_Mat_chr1	HG01978_Mat	HG01978	Mat	chr1	121767835	150762126	28994291	HPRC	0	255174798	1
HG01978_Pat_chr1	HG01978_Pat	HG01978	Pat	chr1	121634563	148278254	26643691	HPRC	0	252726969	1
HG02080_Mat_chr1	HG02080_Mat	HG02080	Mat	chr1	121921033	144435859	22514826	HPRC	0	248817478	1
HG02080_Pat_chr1	HG02080_Pat	HG02080	Pat	chr1	121668201	135909238	14241037	HPRC	0	240228819	1
HG02109_Mat_chr1	HG02109_Mat	HG02109	Mat	chr1	121512210	142397550	20885340	HPRC	0	247141143	1
HG02109_Pat_chr1	HG02109_Pat	HG02109	Pat	chr1	121255331	137836132	16580801	HPRC	0	242276550	1
HG02148_Mat_chr1	HG02148_Mat	HG02148	Mat	chr1	121819807	137615481	15795674	HPRC	0	241958058	1
HG02148_Pat_chr1	HG02148_Pat	HG02148	Pat	chr1	121897813	132578892	10681079	HPRC	0	236841207	1
HG02257_Mat_chr1	HG02257_Mat	HG02257	Mat	chr1	122142343	131205788	9063445	HPRC	0	235559905	1
HG02257_Pat_chr1	HG02257_Pat	HG02257	Pat	chr1	121633268	147070747	25437479	HPRC	0	251593081	1
HG02559_Mat_chr1	HG02559_Mat	HG02559	Mat	chr1	121189941	139146135	17956194	HPRC	1	243381915	0
HG02559_Pat_chr1	HG02559_Pat	HG02559	Pat	chr1	121461827	140520228	19058401	HPRC	1	244800943	0
HG02622_Mat_chr1	HG02622_Mat	HG02622	Mat	chr1	121420555	141543531	20122976	HPRC	0	245830329	1
HG02622_Pat_chr1	HG02622_Pat	HG02622	Pat	chr1	121625754	141331915	19706161	HPRC	0	245577069	1
HG02630_Mat_chr1	HG02630_Mat	HG02630	Mat	chr1	121887543	137016758	15129215	HPRC	0	241413462	1
HG02630_Pat_chr1	HG02630_Pat	HG02630	Pat	chr1	121624831	149423815	27798984	HPRC	0	253750788	1
HG02723_Mat_chr1	HG02723_Mat	HG02723	Mat	chr1	121938294	136653915	14715621	HPRC	0	241040243	1
HG02723_Pat_chr1	HG02723_Pat	HG02723	Pat	chr1	121243433	143685421	22441988	HPRC	0	247901478	1
HG02886_Mat_chr1	HG02886_Mat	HG02886	Mat	chr1	121808712	145083269	23274557	HPRC	0	249476857	1
HG02886_Pat_chr1	HG02886_Pat	HG02886	Pat	chr1	121997177	142016855	20019678	HPRC	0	246293649	1
HG03453_Mat_chr1	HG03453_Mat	HG03453	Mat	chr1	122245422	141456680	19211258	HPRC	0	245626592	1
HG03453_Pat_chr1	HG03453_Pat	HG03453	Pat	chr1	121658922	141160381	19501459	HPRC	0	245504263	1
HG03486_Mat_chr1	HG03486_Mat	HG03486	Mat	chr1	121993576	142994560	21000984	HPRC	0	247189557	1
HG03486_Pat_chr1	HG03486_Pat	HG03486	Pat	chr1	121664147	144054288	22390141	HPRC	0	247965472	1
HG03516_Mat_chr1	HG03516_Mat	HG03516	Mat	chr1	121822514	132080563	10258049	HPRC	0	236412942	1
HG03516_Pat_chr1	HG03516_Pat	HG03516	Pat	chr1	121520305	139746776	18226471	HPRC	0	244316185	1
